pricing,bed,bath,sqft,plot_size,address,PublicSymbol,PrivateSymbol
"$1,365,000",4,3.5,"2,335","1,043",1928 6th st nw,NonLead,Lead
"$750,000",3,2,"1,855","6,795",6118 sligo mill rd ne,NonLead,NonLead
"$750,000",3,2,"1,855","6,795",6118 sligo mill rd ne,NonLead,NonLead
"$989,000",3,2.5,"1,552","1,307",630 13th st ne,NonLead,NonLead
"$685,000",4,2.5,"1,502","2,090",615 kensington pl ne,NonLead,NonLead
"$825,000",3,2.5,"1,688","1,372",433 15th st ne,NonLead,NonLead
"$1,975,000",5,4.5,"3,162","4,500",5109 44th st nw,NonLead,NonLead
"$789,000",3,3,"2,709","5,070",3024 q st se,NonLead,NonLead
"$519,000",4,2,"1,664","2,940",4040 d st se,NonLead,NonLead
"$799,950",3,2.5,"2,252","3,360",1351 franklin st ne,NonLead,NonLead
"$525,000",4,,"2,516","4,067",5133 astor pl se,NonLead,NonLead
"$875,000",4,3.5,"2,139","1,525",4608 iowa ave nw,NonLead,NonLead
"$664,900",4,2.5,"1,596","1,419",616 somerset pl nw,NonLead,NonLead
"$2,450,000",5,5.5,"4,699","4,482",4611 43rd st nw,NonLead,NonLead
"$1,250,000",4,3.5,"3,146","7,500",7729 16th st nw,NonLead,NonLead
"$400,000",4,1.5,"1,905","1,695",5046 central ave se,NonLead,NonLead
"$819,000",3,1.5,"1,136",882,2244 12th pl nw,NonLead,NonLead
"$1,099,000",3,1.5,"1,278","3,833",3401 quebec st nw,NonLead,NonLead
"$1,399,900",3,2,"1,614",952,1738 v st nw,NonLead,Lead
"$725,000",3,2.5,"2,214","5,062",3600 28th st ne,NonLead,NonLead
"$1,850,000",4,4,"3,827","8,000",5100 macomb st nw,NonLead,NonLead
"$450,000",4,2.5+,"1,646","1,509",2702 2nd st se,NonLead,NonLead
"$1,137,000",4,,"2,085","1,637",1529 6th st nw,NonLead,NonLead
"$1,550,000",4,4.5,"2,280","1,526",1312 d st se,NonLead,NonLead
"$4,995,000",7,5.5,"5,960",0.68,2830 chesterfield pl nw,NonLead,NonLead
"$1,240,000",4,3.5,"2,050","2,093",1608 potomac ave se,NonLead,NonLead
"$4,895,000",7,6.5,"6,493","9,505",3025 university ter nw,NonLead,NonLead
"$1,999,900",3,3,"2,364","2,588",2449 p st nw,NonLead,NonLead
"$675,000",3,1.5,"1,328","1,024",1307 emerald st ne,NonLead,NonLead
"$580,000",3,1,"1,573","2,732",2809 myrtle ave ne,NonLead,NonLead
"$1,379,000",3,2.5+,"2,541","1,216",3508 whitehaven pkwy nw,NonLead,NonLead
"$879,900",4,3.5,"2,448","2,178",518 irving st nw,NonLead,NonLead
"$2,150,000",4,4.5,"3,375","2,640",4017 mansion dr nw,NonLead,NonLead
"$1,995,000",5,4.5,"5,323",0.25,1809 parkside dr nw,NonLead,NonLead
"$3,450,000",5,5,"5,826",0.27,5833 potomac ave nw,NonLead,NonLead
"$1,400,000",4,2.5,"3,206","8,775",3511 15th st ne,NonLead,NonLead
"$1,000,000",4,3.5,"2,584","2,000",78 q st nw,NonLead,NonLead
"$450,000",4,2,958,"8,738",1450 eastern ave ne,Lead,Lead
"$750,000",8,,,"3,343",44 forrester st sw,NonLead,NonLead
"$284,000",3,1.5,"1,202","8,260",4840 hayes st ne,Lead,Lead
"$3,495,000",6,6.5,"5,664","5,000",4915 western ave nw,NonLead,NonLead
"$569,000",3,2.5,"1,856","1,600",1507 downing st ne,NonLead,NonLead
"$1,275,000",2,2.5,"1,528",900,1247 31st st nw,NonLead,NonLead
"$999,900",3,1.5,"1,372","1,440",640 l st ne,NonLead,NonLead
"$325,000",3,1.5,"2,063","3,358",123 raleigh st se,NonLead,NonLead
"$3,990,000",6,5.5,"4,482","2,481",1696 31st st nw,NonLead,NonLead
"$6,500,000",Studio,0.5,"8,685","2,500",2211 massachusetts ave nw,NonLead,NonLead
"$624,900",5,,"2,572","4,100",2726 fort baker dr se,NonLead,NonLead
"$624,900",5,3,"2,572","4,100",2726 fort baker dr se,NonLead,NonLead
"$550,000",3,2,"1,618","8,253",3052 monroe st ne,NonLead,NonLead
"$839,000",Studio,0.5+,"1,847","1,200",211 k st ne,NonLead,Lead
"$825,000",3,1.5,"1,692","1,092",635 orleans pl ne,NonLead,NonLead
"$1,999,000",5,4.5,"2,852","1,305",952 westminster st nw,NonLead,NonLead
"$342,095",3,2.5,"1,550","1,480",2004 trenton pl se,NonLead,NonLead
"$625,000",2,1,"1,016","1,429",713 euclid st nw,NonLead,NonLead
"$1,375,000",3,3.5,"2,650","1,800",2021 1st st nw,NonLead,NonLead
"$1,375,000",3,3.5,"2,650","1,800",2021 1st st nw,NonLead,NonLead
"$2,995,000",4,3,"2,704","1,080",1604 13th st nw,NonLead,NonLead
"$350,000",4,2.5,"1,803","3,688",2605 33rd st se,NonLead,NonLead
"$350,000",4,2.5,"1,803","3,688",2605 33rd st se,NonLead,NonLead
"$2,750,000",5,5.5,"3,014","1,665",1689 35th st nw,NonLead,Lead
"$1,399,000",4,4.5,"4,124","2,880",2727 unicorn ln nw,NonLead,NonLead
"$1,249,000",3,2,"1,828","2,250",3712 manor pl nw,NonLead,NonLead
"$1,750,000",5,4,"4,248","1,826",2608 cathedral ave nw,NonLead,Lead
"$779,000",3,1.5,"1,600","1,299",1214 half st sw,NonLead,Lead
"$1,598,000",4,3.5,"2,385","1,125",900 8th st ne,NonLead,Lead
"$2,195,000",5,5.5,"5,792","5,058",5363 29th st nw,NonLead,NonLead
"$849,000",4,3.5,"2,315","1,672",1504 montello ave ne,NonLead,NonLead
"$1,198,000",3,3.5,"2,324","1,200",1002 k st ne,NonLead,Lead
"$1,650,000",6,4,"6,000","3,707",1324 kenyon st nw,NonLead,NonLead
"$400,000",5,2,"1,584","2,762",2412 18th st se,NonLead,NonLead
"$214,900",2,1,"1,360","2,659",3222 5th st se,Lead,Lead
"$925,000",4,4,"1,512","2,268",4229 jenifer st nw,Lead,Lead
"$850,000",8,4,"3,164","2,703",1230 penn st ne,NonLead,NonLead
"$319,000",3,1,"1,285","2,103",2022 savannah pl se,NonLead,NonLead
"$1,400,000",3,1.5,"1,777","1,485",803 t st nw,NonLead,NonLead
"$1,995,000",3,3.5,"3,478","2,310",3928 highwood ct nw,NonLead,NonLead
"$799,900",2,2,"1,536","1,760",2224 13th st nw,Lead,Lead
"$619,000",6,3,"2,436","4,000",5107 call pl se,NonLead,NonLead
"$1,250,000",3,2,"1,753","4,630",5136 nebraska ave nw,NonLead,NonLead
"$475,000",3,2,"1,600","4,000",5336 d st se,NonLead,NonLead
"$1,398,500",4,3.5,"2,782","3,017",1601 d st ne,NonLead,NonLead
"$1,195,000",4,2.5,"2,569","1,584",1839 ontario pl nw,NonLead,Lead
"$2,200,000",8,5.5,"3,185","1,880",1310 park rd nw,NonLead,NonLead
"$999,999",4,4.5,"2,800","2,447",414 shepherd st nw,NonLead,NonLead
"$629,000",3,2.5,"1,484","1,333",3617 18th st ne,NonLead,NonLead
"$424,999",7,6,"4,000","7,826",5105 lee st ne,NonLead,NonLead
"$500,000",4,2.5,"1,736","2,242",3958 ames st ne,NonLead,NonLead
"$349,000",2,2,"1,408","5,231",4433 texas ave se,NonLead,NonLead
"$1,250,000",5,3.5,"2,172","4,400",512 van buren st nw,NonLead,NonLead
"$300,000",3,1.5,"1,807","6,769",4012 1st pl sw,NonLead,NonLead
"$999,999",3,2.5,"2,393","5,187",1310 kennedy st nw,NonLead,NonLead
"$545,000",4,2.5,"2,124","6,367",1395 morris rd se,NonLead,Lead
"$749,900",2,1.5,"1,062",998,819 9th st ne,NonLead,NonLead
"$915,000",8,4,"2,880","6,190",3919 r st se,NonLead,NonLead
"$665,000",2,1.5,924,612,813 12th st ne,NonLead,NonLead
"$470,000",2,2,"2,122","5,750",115 50th st ne,NonLead,NonLead
"$905,000",3,2,"1,440","2,217",515 kentucky ave se,NonLead,Lead
"$575,000",3,2,"1,716","2,388",3208 21st st se,NonLead,NonLead
"$7,995,000",6,6.5+,"5,254",0.36,1644 avon pl nw,NonLead,NonLead
"$3,398,000",4,4.5+,"4,368","2,750",2127 leroy pl nw,NonLead,NonLead
"$995,000",5,3.5,"2,214","2,553",311 farragut st nw,NonLead,NonLead
"$1,199,950",5,3,"2,675","1,308",134 f st se,NonLead,NonLead
"$999,900",4,3.5,"2,096","5,000",3317 9th st ne,NonLead,NonLead
"$210,000",3,1,"1,416","2,090",3329 dubois pl se,NonLead,NonLead
"$889,000",3,1.5,"1,236","1,608",1118 i st se,NonLead,NonLead
"$1,375,000",4,4.5,"3,436","5,226",200 rittenhouse st nw,NonLead,NonLead
"$695,000",3,2.5+,"2,236",,3233 theodore r hagans dr ne,NonLead,NonLead
"$364,000",2,1,"1,014",0.25,2208 r st se,Lead,Lead
"$630,000",3,1,"1,122","1,665",619 columbia rd nw,NonLead,NonLead
"$1,449,900",4,3.5,"2,406","2,478",2317 37th st nw,NonLead,NonLead
"$1,579,900",4,3.5,"2,100","1,899",322 8th st se,NonLead,NonLead
"$985,000",4,3.5,"2,285","3,590",6922 9th st nw,NonLead,NonLead
"$600,000",3,1.5,"1,120","1,676",3216 8th st ne,NonLead,NonLead
"$1,299,000",5,5.5,"4,600","7,283",2827 brentwood rd ne,Lead,Lead
"$3,999,000",7,6,"8,039",0.26,5002 hurst ter nw,NonLead,NonLead
"$800,000",3,2,"2,324","1,200",1004 k st ne,NonLead,Lead
"$899,999",3,1.5,"1,638","3,634",1249 morse st ne,NonLead,NonLead
"$425,000",3,2,"3,572","6,640",960 division ave ne,NonLead,NonLead
"$699,000",4,2,"1,752","3,747",4729 10th st ne,NonLead,NonLead
"$799,900",4,3.5,"2,104","2,622",722 webster st nw,Lead,Lead
"$1,095,000",3,3.5,"1,650","1,238",1306 c st ne,NonLead,NonLead
"$3,395,000",5,5.5,"4,933","3,722",1601 38th st nw,Lead,Lead
"$1,150,000",1,,"1,200","1,890",1671 wisconsin ave nw,NonLead,NonLead
"$439,900",3,2,"1,053","2,567",166 35th st ne,NonLead,NonLead
"$745,000",8,,"2,520","1,841",2234 s st se,NonLead,NonLead
"$575,000",4,3,"1,604","5,306",4322 h st se,NonLead,NonLead
"$750,000",4,2,"2,205","3,881",3613 22nd st ne,NonLead,NonLead
"$1,495,000",5,3.5,"2,883","4,590",4820 alton pl nw,NonLead,NonLead
"$619,000",4,3.5,"2,016","5,512",4448 alabama ave se,NonLead,NonLead
"$815,000",3,2.5,"1,312","1,120",1402 1st st sw,NonLead,Lead
"$900,000",3,1,"1,906","1,375",749 girard st nw,Lead,Lead
"$1,199,900",3,3.5,"1,355",924,1924 35th pl nw,NonLead,Lead
"$1,189,000",5,4.5,"3,100","6,214",3120 newton st ne,NonLead,NonLead
"$2,950,000",7,2.5,"2,453","1,800",1425 w st nw,NonLead,NonLead
"$3,400,000",4,4.5+,"4,836","2,125",2121 s st nw,NonLead,NonLead
"$1,320,000",7,3,"2,708","2,697",3002 11th st nw,NonLead,NonLead
"$1,575,000",4,3.5,"2,362","1,616",922 8th st ne,NonLead,NonLead
"$1,295,000",4,2,"1,994","1,813",1545 44th st nw,NonLead,Lead
"$1,250,000",4,3,"2,238","1,158",1604 5th st nw,NonLead,NonLead
"$999,813",3,2.5,"1,787","5,762",4417 colorado ave nw,NonLead,NonLead
"$739,000",3,3.5,"1,770","1,782",816 madison st nw,Lead,Lead
"$599,999",3,1,"1,774","1,595",1206 staples st ne,NonLead,Lead
"$400,000",3,1.5,"1,486","2,000",310 57th st ne,NonLead,NonLead
"$680,000",3,2.5+,"2,676","2,530",3280 theodore r hagans dr ne,NonLead,NonLead
"$750,000",3,2.5,"1,909","8,253",3102 monroe st ne,NonLead,NonLead
"$300,000",3,1,"1,751","4,089",4527 foote st ne,NonLead,NonLead
"$699,999",4,2,"1,749",920,36 u st nw,NonLead,NonLead
"$1,175,000",5,4.5,"2,784","4,023",4729 13th st nw,Lead,Lead
"$1,525,000",4,2.5,"2,318","2,000",1916 11th st nw,NonLead,NonLead
"$895,000",4,2.5,"2,047","1,321",159 adams st nw,NonLead,Lead
"$700,000",4,2.5,"3,778","7,852",2423 34th st se,NonLead,NonLead
"$1,249,000",4,3.5,"2,588","1,615",4318 15th st nw,NonLead,NonLead
"$427,500",2,1,"1,150","4,360",1208 42nd pl ne,NonLead,NonLead
"$799,000",4,3.5,"1,800","1,006",53 farragut pl nw,NonLead,NonLead
"$485,000",3,1,"1,654","1,930",809 tewkesbury pl nw,NonLead,NonLead
"$915,000",4,4,"1,958","2,788",7329 12th st nw,NonLead,NonLead
"$1,499,000",4,3,"3,436","7,590",5168 linnean ter nw,NonLead,NonLead
"$1,545,000",4,3.5,"2,390","1,368",1908 new hampshire ave nw,NonLead,NonLead
"$599,993",3,2,"1,655","2,646",722 buchanan st ne,NonLead,NonLead
"$899,000",3,2.5,"2,909","1,000",1205 new jersey ave nw,NonLead,NonLead
"$1,200,000",5,3,"3,696","1,800",8 rhode island ave nw,Lead,Lead
"$599,000",4,2.5,"1,488","1,200",2248 mount view pl se,NonLead,NonLead
"$599,000",3,2,"1,593","4,750",2118 rand pl ne,NonLead,NonLead
"$3,000,000",8,,"4,063","1,825",5309 connecticut ave nw,NonLead,NonLead
"$4,800,000",6,5.5+,"5,791",0.31,5169 tilden st nw,NonLead,NonLead
"$1,399,999",4,3.5,"2,324","1,378",909 11th st ne,NonLead,Lead
"$389,900",2,2,"1,255","2,464",138 forrester st sw,NonLead,NonLead
"$1,275,000",4,3.5,"2,628","1,707",414 15th st se,Lead,Lead
"$400,000",4,2.5,"1,310","1,584",1525 morris rd se,NonLead,NonLead
"$1,499,000",16,,"4,628","5,895",1309 holbrook st ne,NonLead,NonLead
"$599,000",3,1,864,960,747 hobart pl nw,NonLead,NonLead
"$965,000",2,2,"1,116",460,978 florida ave nw,NonLead,NonLead
"$799,900",4,,"2,368","2,560",1805 i st ne,NonLead,NonLead
"$6,200,000",4,4.5,"3,700","3,732",1352 28th st nw,NonLead,NonLead
"$750,000",4,1.5,"1,829","1,539",1336 newton st nw,Lead,Lead
"$849,000",3,2,"1,840","1,964",1706 bay st se,NonLead,NonLead
"$625,000",3,2,"1,470","1,600",549 24th st ne,NonLead,NonLead
"$1,399,000",4,3.5,"2,550","1,620",53 quincy pl ne,NonLead,NonLead
"$679,998",3,1.5,948,"1,740",248 14th pl ne,NonLead,NonLead
"$1,599,999",1,,"3,721","1,400",320 maryland ave ne,NonLead,NonLead
"$749,000",3,1,"1,080","1,050",2623 sherman ave nw,NonLead,Lead
"$1,190,000",5,3.5,"3,106","7,500",7822 16th st nw,NonLead,NonLead
"$2,225,000",4,4,"4,192","1,920",1903 kalorama rd nw,NonLead,NonLead
"$1,000,000",4,,"2,800","2,975",3918 10th st ne,NonLead,NonLead
"$895,000",5,3.5,"1,326","5,231",2809 26th st ne,NonLead,NonLead
"$1,449,900",4,0.5+,"3,827","3,962",1533 9th st nw,NonLead,NonLead
"$479,900",3,2,"1,533","1,250",409 savannah st se,NonLead,Lead
"$939,000",4,3.5,"1,997","1,298",1277 owen pl ne,NonLead,Lead
"$724,900",4,3,"1,860","3,199",2819 r st se,NonLead,NonLead
"$845,000",6,,"2,990","2,925",2201 q st se,NonLead,NonLead
"$845,000",6,4,"2,990","2,925",2201 q st se,NonLead,NonLead
"$3,750,000",11,3.5+,"4,358","1,394",1314 19th st nw,NonLead,NonLead
"$2,200,000",4,3,"2,250","2,300",416 independence ave se,NonLead,NonLead
"$2,200,000",4,3,"2,250","2,300",416 independence ave se,NonLead,NonLead
"$1,100,000",3,2.5,"1,722","1,376",510 florida ave nw,NonLead,NonLead
"$574,900",3,2.5,"1,622","3,000",613 buchanan st ne,NonLead,NonLead
"$675,000",3,1,"1,717","1,413",3555 holmead pl nw,Lead,Lead
"$725,000",3,2.5,"1,972","1,607",614 emerson st nw,Lead,Lead
"$1,100,000",4,3.5,"2,300","2,565",518 buchanan st nw,NonLead,NonLead
"$650,000",3,1.5,"1,200","1,120",1410 a st ne,NonLead,Lead
"$1,145,000",4,3.5,"2,384","2,188",1305 maryland ave ne,NonLead,Lead
"$860,000",3,1.5,"1,440",498,1021 3rd pl se,NonLead,NonLead
"$699,900",3,1.5,"1,490","2,727",1414 morse st ne,Lead,Lead
"$870,000",3,1.5,"1,920","1,064",1352 pennsylvania ave se,Lead,Lead
"$1,485,000",3,3,"2,194","1,728",3815 benton st nw,Lead,Lead
"$405,000",2,1.5,768,756,536 hobart pl nw,NonLead,Lead
"$799,000",3,1,"1,384","1,120",919 f st ne,NonLead,NonLead
"$649,000",4,,"2,436","3,802",1118 46th st ne,NonLead,NonLead
"$585,000",5,,"2,447","3,342",4253 brooks st ne,NonLead,NonLead
"$849,500",3,2.5+,"2,202","1,472",1531 isherwood st ne,NonLead,Lead
"$715,000",3,2.5,"2,015","1,688",1408 morse st ne,Lead,Lead
"$651,900",3,1,"1,020","2,501",1264 neal st ne,NonLead,Lead
"$870,000",3,3.5,"1,457","1,800",5217 new hampshire ave nw,NonLead,NonLead
"$445,000",4,3,"2,095","6,875",420 chesapeake st se,NonLead,NonLead
"$765,000",6,,"1,700","1,983",1638 16th st se,NonLead,NonLead
"$765,000",6,2.5+,"1,700","1,983",1638 16th st se,NonLead,NonLead
"$429,000",4,2,"1,274","4,217",2407 pomeroy rd se,Lead,Lead
"$849,000",6,3,"2,652","3,605",3583 13th st nw,NonLead,NonLead
"$525,000",3,2,"1,543","2,970",1250 delafield pl ne,NonLead,NonLead
"$699,990",4,3.5,"1,565",930,202 adams st ne,NonLead,NonLead
"$429,900",3,2,"1,479","1,870",502 chesapeake st se,NonLead,NonLead
"$950,000",3,1.5,"2,092","1,215",905 c st ne,Lead,Lead
"$500,000",3,2,"2,444","3,301",3349 martin luther king jr ave se,NonLead,NonLead
"$799,369",6,3,"1,944","1,856",724 8th st ne,Lead,Lead
"$799,369",6,3,"1,944","1,856",724 8th st ne,Lead,Lead
"$649,999",3,2.5,"1,683","2,500",2104 32nd pl se,NonLead,NonLead
"$575,000",4,2.5+,"2,272","4,000",5323 d st se,NonLead,NonLead
"$1,750,000",7,3,"3,653","2,472",1344 kenyon st nw,NonLead,Lead
"$1,249,500",3,2,"1,300","1,423",1523 caroline st nw,NonLead,NonLead
"$999,000",3,1.5,"1,440","1,200",328 g st ne,NonLead,NonLead
"$2,800,000",8,,"5,748","2,115",131 11th st ne,Lead,Lead
"$739,000",4,3,"2,055","1,660",2412 10th st ne,Lead,Lead
"$799,000",5,4.5,"2,590","2,508",3640 jamison st ne,NonLead,NonLead
"$799,000",5,4.5,"2,590","2,508",3640 jamison st ne,NonLead,NonLead
"$1,000,000",8,,"3,208","1,318",1306 orren st ne,NonLead,NonLead
"$839,999",4,2,"1,980","1,188",424 kenyon st nw,NonLead,Lead
"$310,000",2,1,868,"4,688",4233 clay st ne,NonLead,NonLead
"$429,000",3,1.5,960,"1,672",3348 blaine st ne,NonLead,NonLead
"$999,999",5,3,"2,631","4,478",22 randle cir se,NonLead,NonLead
"$449,000",2,1,800,"1,344",1151 summit st ne,NonLead,NonLead
"$1,594,900",5,4.5,"2,880","3,756",1514 emerson st nw,NonLead,Lead
"$875,000",3,2.5,"1,760","3,890",6635 harlan pl nw,NonLead,NonLead
"$437,500",3,2,"1,221","2,409",5557 central ave se,NonLead,NonLead
"$3,049,000",4,3.5,"4,440","8,723",3700 morrison st nw,NonLead,Lead
"$625,000",4,2,"1,656","3,914",1303 michigan ave ne,Lead,Lead
"$900,000",3,3.5,"1,692",824,563 regent pl ne,NonLead,NonLead
"$1,995,000",6,,"3,790","2,000",1631 a st se,NonLead,Lead
"$1,399,900",4,3.5,"2,970","1,283",5316 9th st nw,NonLead,NonLead
"$689,900",2,1,"1,428","1,200",1240 i st ne,NonLead,NonLead
"$675,000",3,2,"1,197","1,035",1606 f st ne,NonLead,Lead
"$599,900",4,2,"1,414","1,140",321 channing st ne,NonLead,NonLead
"$809,000",4,4,"2,880","3,108",2239 14th st se,NonLead,NonLead
"$324,000",3,2,"2,102","6,731",4112 martin luther king jr ave sw,NonLead,NonLead
"$825,000",3,3.5,"1,953","1,816",5515 4th st nw,NonLead,NonLead
"$734,900",4,3,"1,476","4,109",1358 maple view pl se,NonLead,Lead
"$379,000",3,1.5,"1,452","4,650",4449 b st se,NonLead,NonLead
"$949,900",3,2.5,"1,584","1,440",510 12th st ne,NonLead,NonLead
"$1,495,000",5,3.5,"2,312","1,630",122 randolph pl nw,NonLead,Lead
"$2,495,000",5,2,"2,800","1,002",3213 o st nw,NonLead,NonLead
"$699,000",14,6,"2,652","4,275",2908 2nd st se,NonLead,NonLead
"$685,000",4,3,"2,235","3,000",4524 south dakota ave ne,NonLead,NonLead
"$975,000",8,,"3,380","4,096",5938 13th pl nw,NonLead,NonLead
"$850,000",4,,"2,720","3,781",1324 bryant st ne,NonLead,NonLead
"$1,149,990",5,4.5,"3,140","1,848",655 columbia rd nw,NonLead,NonLead
"$2,545,000",5,5,"3,880","1,625",3139 n st nw,NonLead,NonLead
"$729,900",2,3.5,"1,405",696,909 columbia rd nw,NonLead,NonLead
"$860,000",3,2.5,"1,698","2,207",1325 queen st ne,NonLead,NonLead
"$585,000",3,2.5,750,"5,700",1335 irving st ne,Lead,Lead
"$399,900",3,2,800,"3,860",3206 d st se,NonLead,NonLead
"$1,645,000",4,3.5,"2,987","1,052",119 tennessee ave ne,Lead,Lead
"$775,000",4,2,"2,079","4,354",2225 s st ne,NonLead,NonLead
"$1,099,000",,,"1,279","1,608",428 warner st nw,NonLead,NonLead
"$1,100,000",5,2,"2,300","1,241",1104 7th st ne,NonLead,NonLead
"$1,192,000",4,3.5,"2,440","1,240",509 g st sw,NonLead,NonLead
"$1,595,000",6,3,"3,809","2,800",1848 3rd st nw,NonLead,Lead
"$1,495,000",5,3.5,"3,856","1,358",3101 19th st nw,NonLead,Lead
"$869,000",3,3,"2,738","1,769",817 kentucky ave se,Lead,Lead
"$740,000",3,2,"1,830","1,729",1418 a st se,NonLead,NonLead
"$699,000",3,1.5,"1,804","2,194",1311 queen st ne,NonLead,NonLead
"$975,000",4,3.5,"2,370","5,124",1367 underwood st nw,NonLead,NonLead
"$1,300,000",4,2,"2,881","4,697",2549 11th st nw,NonLead,NonLead
"$1,399,000",6,,"2,300","1,307",45 quincy pl nw,NonLead,NonLead
"$594,990",3,2,"1,024","1,840",437 19th st ne,NonLead,NonLead
"$599,000",4,2.5,"1,504","2,857",5153 7th st ne,NonLead,NonLead
"$565,000",3,3,"2,317","3,248",3000 franklin st ne,NonLead,Lead
"$1,100,000",3,3,"1,273","1,125",1345 v st nw,NonLead,NonLead
